C1-M	C1-J	C2-M	C2-J	C3-M	C3-J	C4-M	C4-J	C5-M	C5-J	C6-M	C6-J	C7-M	C7-J	C8-M	C8-J	C9-M	C9-J	C10-M	C10-J	P1[KpA]	P2[KpA]	P3[KpA]	P4[KpA]	P5[KpA]	P6[KpA]	P7[KpA]	P8[KpA]	P9[KpA]	P10[KpA]	Pin	Pout
19.073	19.567	4.482	16.770	13.677	8.852	6.696	16.237	12.028	3.767	4.316	4.063	9.435
19.078	19.582	4.524	16.447	13.857	8.830	6.714	16.471	12.004	3.831	4.292	4.086	9.467
18.989	19.584	4.483	16.755	13.723	8.883	6.710	16.285	12.034	3.805	4.350	4.086	9.486
19.047	19.592	4.497	16.480	13.711	8.896	6.691	16.301	12.064	3.784	4.206	4.109	9.496
19.131	19.522	4.493	16.648	13.806	8.882	6.771	16.569	12.009	3.813	4.277	4.128	9.470
19.047	19.601	4.487	16.739	13.629	8.866	6.723	16.173	12.097	3.745	4.401	4.086	9.510
19.013	19.577	4.488	16.427	13.823	8.850	6.740	16.370	12.062	3.793	4.184	4.079	9.492
19.063	19.589	4.479	16.721	13.744	8.910	6.676	16.492	12.084	3.795	4.320	4.138	9.503
19.050	19.546	4.475	16.492	13.709	8.890	6.727	16.286	12.033	3.805	4.288	4.091	9.475
19.026	19.569	4.511	16.637	13.853	8.876	6.683	16.513	12.093	3.785	4.291	4.128	9.460
18.934	19.585	4.517	16.797	13.693	8.880	6.754	16.205	12.100	3.829	4.330	4.094	9.449
18.999	19.584	4.497	16.473	13.879	8.869	6.733	16.436	12.077	3.785	4.209	4.098	9.501
19.055	19.531	4.487	16.709	13.781	8.842	6.715	16.414	12.079	3.801	4.318	4.186	9.427
19.010	19.593	4.476	16.455	13.754	8.903	6.618	16.258	12.134	3.809	4.254	4.050	9.519
19.024	19.564	4.510	16.558	13.899	8.855	6.731	16.438	12.046	3.802	4.277	4.113	9.460
18.976	19.590	4.476	16.780	13.695	8.885	6.696	16.320	12.098	3.808	4.314	4.090	9.489
19.013	19.563	4.533	16.407	13.888	8.878	6.741	16.336	12.046	3.826	4.258	4.164	9.463
18.977	19.568	4.506	16.701	13.753	8.884	6.657	16.340	12.162	3.787	4.330	4.091	9.489
18.997	19.600	4.492	16.455	13.755	8.799	6.739	16.313	12.020	3.813	4.219	4.085	9.388
19.055	19.554	4.502	16.562	13.858	8.916	6.680	16.481	12.097	3.799	4.212	4.121	9.503
19.047	19.579	4.488	16.811	13.679	8.872	6.693	16.182	12.114	3.782	4.423	4.107	9.380
19.046	19.559	4.526	16.429	13.860	8.903	6.731	16.446	12.062	3.826	4.248	4.036	9.490
19.042	19.587	4.528	16.703	13.724	8.839	6.704	16.351	12.075	3.799	4.278	4.163	9.422
19.049	19.585	4.503	16.474	13.757	8.840	6.717	16.320	12.118	3.777	4.209	4.080	9.455
19.052	19.555	4.467	16.566	13.850	8.861	6.727	16.500	12.033	3.808	4.304	4.130	9.436
19.016	19.566	4.477	16.736	13.746	8.898	6.663	16.216	12.151	3.783	4.300	4.041	9.546
19.064	19.585	4.537	16.421	13.869	8.850	6.684	16.352	12.024	3.796	4.212	4.101	9.444
19.076	19.564	4.536	16.696	13.768	8.903	6.727	16.522	12.120	3.832	4.354	4.102	9.525
19.012	19.592	4.498	16.479	13.754	8.879	6.729	16.226	12.058	3.787	4.277	4.087	9.477
19.048	19.541	4.482	16.544	13.880	8.859	6.696	16.473	12.071	3.798	4.226	4.111	9.472
19.048	19.580	4.516	16.756	13.748	8.867	6.654	16.244	12.083	3.795	4.340	4.090	9.440
19.094	19.587	4.536	16.413	13.841	8.888	6.720	16.400	12.093	3.814	4.223	4.102	9.498
19.027	19.580	4.420	16.712	13.768	8.864	6.697	16.347	12.054	3.760	4.347	4.124	9.432
18.994	19.571	4.537	16.560	13.719	8.910	6.724	16.281	12.096	3.840	4.258	4.051	9.513
19.091	19.538	4.511	16.606	13.841	8.899	6.718	16.476	12.045	3.783	4.267	4.121	9.468
19.071	19.580	4.526	16.838	13.716	8.782	6.717	16.254	12.126	3.814	4.373	4.145	9.451
19.075	19.590	4.454	16.434	13.846	8.876	6.769	16.303	12.025	3.794	4.251	4.062	9.440
19.073	19.554	4.499	16.751	13.785	8.887	6.712	16.418	12.128	3.817	4.316	4.155	9.473
19.137	19.573	4.528	16.576	13.729	8.852	6.760	16.336	12.022	3.824	4.249	4.061	9.393
19.175	19.549	4.502	16.566	13.862	8.844	6.693	16.469	12.114	3.828	4.303	4.141	9.456
19.102	19.607	4.450	16.801	13.748	8.869	6.733	16.182	12.114	3.785	4.413	4.033	9.439
19.085	19.568	4.473	16.365	13.869	8.846	6.752	16.461	12.029	3.803	4.196	4.124	9.455
19.107	19.556	4.522	16.711	13.794	8.861	6.745	16.420	12.079	3.823	4.292	4.159	9.461
19.074	19.582	4.493	16.514	13.722	8.857	6.615	16.240	12.138	3.787	4.298	4.104	9.479
19.045	19.566	4.492	16.621	13.855	8.895	6.716	16.446	12.017	3.806	4.220	4.078	9.442
18.985	19.593	4.511	16.833	13.726	8.902	6.724	16.241	12.121	3.830	4.327	4.113	9.508
19.094	19.562	4.491	16.464	13.823	8.877	6.725	16.338	12.047	3.772	4.253	4.058	9.461
19.086	19.560	4.485	16.761	13.751	8.838	6.704	16.467	12.111	3.815	4.357	4.156	9.439
19.007	19.592	4.499	16.543	13.685	8.887	6.715	16.227	12.049	3.815	4.206	4.048	9.470
19.017	19.571	4.487	16.639	13.832	8.863	6.738	16.472	12.071	3.778	4.244	4.141	9.456
